,Region,Region_code,price_period,price_period_code,price,number_bathrooms,number_bedrooms,Parking,Central Heating,Washing Machine,Dryer,Dishwasher,Microwave,Pets Allowed,Wheelchair Access,Garden / Patio / Balcony,Serviced Property
1569,Dublin 4,13,month,0,1900,1,2,1,0,0,0,0,0,0,0,0,0
1570,Dublin 3,12,month,0,1700,2,2,1,1,1,1,1,0,0,0,0,0
1571,Dublin 6,15,month,0,1500,1,1,1,1,1,0,0,1,0,1,0,1
1572,Dublin 4,13,month,0,2100,1,2,1,1,1,1,1,1,0,0,0,0
1573,Dun Laoghaire A9X,24,month,0,2600,2,3,1,1,1,0,1,1,0,0,1,1
1574,Dublin 6W,16,month,0,1190,1,1,1,1,1,1,0,1,0,0,0,0
1575,Dublin 8,18,month,0,2000,2,2,1,1,1,1,1,1,0,0,1,0
1576,Dublin 14,4,month,0,2000,2,2,1,0,0,0,0,0,0,0,0,0
1577,Dublin 22,10,month,0,1675,2,2,1,1,1,0,0,0,0,0,1,0
1578,Dublin 1,0,month,0,2100,2,2,1,1,1,0,0,1,0,0,1,0
1579,Dublin 22,10,month,0,1975,2,2,1,1,1,0,0,0,0,0,1,0
1580,Dublin 22,10,month,0,1850,1,2,1,1,1,0,0,0,0,0,1,0
1581,Dublin 4,13,month,0,2250,2,2,1,1,1,1,1,1,0,0,1,0
1582,Dublin 6,15,month,0,1200,1,1,1,0,0,0,0,0,0,0,0,0
1583,Dublin 9,19,month,0,1700,2,2,1,0,0,0,0,0,0,1,0,0
1584,Dublin 1,0,month,0,1800,1,2,0,1,1,1,0,1,0,0,0,1
1585,Dublin 1,0,month,0,1775,1,2,0,1,1,1,0,1,0,0,0,0
1586,Dublin 1,0,week,1,390,1,2,0,1,1,1,0,1,0,0,0,0
1587,Dublin 1,0,month,0,1800,1,2,0,1,1,1,0,1,0,0,0,0
1588,Dublin 12,2,month,0,1600,2,2,1,1,0,0,1,1,0,0,1,0
1589,Dublin 16,6,month,0,1900,2,2,1,1,1,1,1,1,0,0,0,0
1590,Dublin 2,8,month,0,2000,1,1,0,1,1,1,1,1,0,1,1,0
1591,Dublin 2,8,month,0,2000,1,2,1,1,1,0,0,0,0,0,0,0
1592,Dublin 8,18,month,0,1790,1,2,1,1,1,1,0,0,0,0,1,0
1593,Dublin 4,13,month,0,2900,2,3,1,1,1,0,0,1,0,0,1,1
1594,Dublin 4,13,month,0,1950,1,2,1,0,0,0,0,0,1,1,0,0
1595,Dublin 4,13,month,0,1800,1,2,1,1,1,1,0,1,0,0,1,0
1596,Dublin 4,13,month,0,1820,1,1,0,1,1,0,0,1,0,0,0,0
1597,Dublin 6,15,month,0,2550,2,3,1,1,1,1,1,1,0,0,1,1
1598,Dun Laoghaire A94,22,month,0,1790,2,2,1,1,1,1,1,1,0,0,1,0
1599,Dublin 14,4,month,0,2850,2,3,1,1,1,0,1,1,0,0,1,0
1600,Dun Laoghaire A94,22,month,0,2100,1,2,1,1,1,0,1,1,0,0,1,0
1601,Dublin Fingal K67,21,month,0,1400,1,1,1,1,1,1,1,1,0,1,0,0
1602,Dublin 6,15,month,0,1800,1,1,0,1,1,0,1,1,0,0,1,0
1603,Dublin Fingal K67,21,month,0,1600,1,2,1,1,1,0,1,1,0,0,1,0
1604,Dublin 15,5,month,0,1850,1,2,1,0,1,1,0,1,0,0,1,0
1605,Dublin Fingal K67,21,month,0,1450,1,2,1,1,1,1,0,1,0,0,0,0
1606,Dublin 11,1,month,0,1600,2,2,1,0,1,0,0,1,0,0,1,0
1607,Dublin 22,10,month,0,1595,1,2,1,0,1,1,1,1,0,0,0,0
1608,Dublin 6,15,month,0,1595,1,2,1,1,1,0,1,1,0,0,1,0
1609,Dublin 4,13,month,0,1895,1,2,1,1,1,0,1,1,0,0,0,0
1610,Dublin 8,18,month,0,1700,1,2,0,0,1,0,0,1,0,0,1,0
1611,Dublin 18,7,month,0,2100,2,2,1,1,1,0,1,1,0,0,1,0
1612,Dun Laoghaire A96,23,month,0,1900,1,2,1,1,1,1,1,1,0,0,0,0
1613,Dublin 1,0,month,0,1900,1,2,1,1,1,1,0,1,0,0,1,0
1614,Dublin Fingal K67,21,month,0,1380,2,2,1,1,1,0,1,1,0,0,1,0
1615,Dublin 13,3,month,0,1695,2,2,1,1,1,1,1,0,0,0,0,1
1616,Dun Laoghaire A9X,24,month,0,2000,2,2,1,1,1,1,1,1,0,0,0,0
1617,Dublin 8,18,month,0,1300,1,1,0,1,1,0,0,1,0,0,0,0
1618,Dublin 2,8,month,0,2750,2,2,0,1,1,1,1,1,0,0,1,0
1619,Dublin 1,0,month,0,1600,1,2,0,1,1,1,0,1,0,0,0,0
1620,Dublin 4,13,month,0,2500,2,2,1,1,1,1,1,1,0,0,0,0
1621,Dublin 1,0,month,0,2050,1,2,1,1,1,0,1,1,0,0,1,1
1622,Dublin Fingal K36,20,month,0,2250,1,2,1,1,1,1,1,1,0,0,1,0
1623,Dublin 11,1,month,0,1400,1,1,1,1,1,1,1,1,0,0,1,0
1624,Dublin 7,17,month,0,900,1,1,0,1,1,1,0,1,1,0,1,0
1625,Dublin 1,0,month,0,1250,1,1,1,1,1,0,0,1,0,0,1,0
1626,Dublin 8,18,month,0,1700,1,1,0,1,1,0,0,1,0,0,0,1
1627,Dublin Fingal K67,21,month,0,1590,1,2,1,0,1,0,1,1,0,1,1,1
